 주택용(저압) 사용량별 요금표 ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
 [ 기타계절(7~8월 제외) ] ,,,,,,,," *기후환경요금단가는 매년, 연료비조정단가는 매분기 변동됨 ",,, [ 하계(7~8월) ] ,,,,,,,," *기후환경요금단가는 매년, 연료비조정단가는 매분기 변동됨 "
" 사용량
(kWh) ", 기본요금 , 전력량요금 ," 기후환경요금
(2023.1.1기준) "," 연료비조정요금
(2023.1.1기준) ", 전기요금계 , 부가세 , 기반기금 , 청구금액 ,,," 사용량
(kWh) ", 기본요금 , 전력량요금 ," 기후환경요금
(2023.1.1기준) "," 연료비조정요금
(2023.1.1기준) ", 전기요금계 , 부가세 , 기반기금 , 청구금액 
884,"  7,300 ","  208,581 ","  7,956 ","  4,420 ","  228,257 ","  22,826 ","  8,440 ","  259,520 ",,,884,"  7,300 ","  194,486 ","  7,956 ","  4,420 ","  214,162 ","  21,416 ","  7,920 ","  243,490 "
885,"  7,300 ","  208,880 ","  7,965 ","  4,425 ","  228,570 ","  22,857 ","  8,450 ","  259,870 ",,,885,"  7,300 ","  194,785 ","  7,965 ","  4,425 ","  214,475 ","  21,448 ","  7,930 ","  243,850 "
886,"  7,300 ","  209,179 ","  7,974 ","  4,430 ","  228,883 ","  22,888 ","  8,460 ","  260,230 ",,,886,"  7,300 ","  195,084 ","  7,974 ","  4,430 ","  214,788 ","  21,479 ","  7,940 ","  244,200 "
887,"  7,300 ","  209,479 ","  7,983 ","  4,435 ","  229,197 ","  22,920 ","  8,480 ","  260,590 ",,,887,"  7,300 ","  195,384 ","  7,983 ","  4,435 ","  215,102 ","  21,510 ","  7,950 ","  244,560 "
888,"  7,300 ","  209,778 ","  7,992 ","  4,440 ","  229,510 ","  22,951 ","  8,490 ","  260,950 ",,,888,"  7,300 ","  195,683 ","  7,992 ","  4,440 ","  215,415 ","  21,542 ","  7,970 ","  244,920 "
889,"  7,300 ","  210,077 ","  8,001 ","  4,445 ","  229,823 ","  22,982 ","  8,500 ","  261,300 ",,,889,"  7,300 ","  195,982 ","  8,001 ","  4,445 ","  215,728 ","  21,573 ","  7,980 ","  245,280 "
890,"  7,300 ","  210,377 ","  8,010 ","  4,450 ","  230,137 ","  23,014 ","  8,510 ","  261,660 ",,,890,"  7,300 ","  196,282 ","  8,010 ","  4,450 ","  216,042 ","  21,604 ","  7,990 ","  245,630 "
891,"  7,300 ","  210,676 ","  8,019 ","  4,455 ","  230,450 ","  23,045 ","  8,520 ","  262,010 ",,,891,"  7,300 ","  196,581 ","  8,019 ","  4,455 ","  216,355 ","  21,636 ","  8,000 ","  245,990 "
892,"  7,300 ","  210,975 ","  8,028 ","  4,460 ","  230,763 ","  23,076 ","  8,530 ","  262,360 ",,,892,"  7,300 ","  196,880 ","  8,028 ","  4,460 ","  216,668 ","  21,667 ","  8,010 ","  246,340 "
893,"  7,300 ","  211,274 ","  8,037 ","  4,465 ","  231,076 ","  23,108 ","  8,540 ","  262,720 ",,,893,"  7,300 ","  197,179 ","  8,037 ","  4,465 ","  216,981 ","  21,698 ","  8,020 ","  246,690 "
894,"  7,300 ","  211,574 ","  8,046 ","  4,470 ","  231,390 ","  23,139 ","  8,560 ","  263,080 ",,,894,"  7,300 ","  197,479 ","  8,046 ","  4,470 ","  217,295 ","  21,730 ","  8,030 ","  247,050 "
895,"  7,300 ","  211,873 ","  8,055 ","  4,475 ","  231,703 ","  23,170 ","  8,570 ","  263,440 ",,,895,"  7,300 ","  197,778 ","  8,055 ","  4,475 ","  217,608 ","  21,761 ","  8,050 ","  247,410 "
896,"  7,300 ","  212,172 ","  8,064 ","  4,480 ","  232,016 ","  23,202 ","  8,580 ","  263,790 ",,,896,"  7,300 ","  198,077 ","  8,064 ","  4,480 ","  217,921 ","  21,792 ","  8,060 ","  247,770 "
897,"  7,300 ","  212,472 ","  8,073 ","  4,485 ","  232,330 ","  23,233 ","  8,590 ","  264,150 ",,,897,"  7,300 ","  198,377 ","  8,073 ","  4,485 ","  218,235 ","  21,824 ","  8,070 ","  248,120 "
898,"  7,300 ","  212,771 ","  8,082 ","  4,490 ","  232,643 ","  23,264 ","  8,600 ","  264,500 ",,,898,"  7,300 ","  198,676 ","  8,082 ","  4,490 ","  218,548 ","  21,855 ","  8,080 ","  248,480 "
899,"  7,300 ","  213,070 ","  8,091 ","  4,495 ","  232,956 ","  23,296 ","  8,610 ","  264,860 ",,,899,"  7,300 ","  198,975 ","  8,091 ","  4,495 ","  218,861 ","  21,886 ","  8,090 ","  248,830 "
900,"  7,300 ","  213,370 ","  8,100 ","  4,500 ","  233,270 ","  23,327 ","  8,630 ","  265,220 ",,,900,"  7,300 ","  199,275 ","  8,100 ","  4,500 ","  219,175 ","  21,918 ","  8,100 ","  249,190 "
901,"  7,300 ","  213,669 ","  8,109 ","  4,505 ","  233,583 ","  23,358 ","  8,640 ","  265,580 ",,,901,"  7,300 ","  199,574 ","  8,109 ","  4,505 ","  219,488 ","  21,949 ","  8,120 ","  249,550 "
902,"  7,300 ","  213,968 ","  8,118 ","  4,510 ","  233,896 ","  23,390 ","  8,650 ","  265,930 ",,,902,"  7,300 ","  199,873 ","  8,118 ","  4,510 ","  219,801 ","  21,980 ","  8,130 ","  249,910 "
903,"  7,300 ","  214,267 ","  8,127 ","  4,515 ","  234,209 ","  23,421 ","  8,660 ","  266,290 ",,,903,"  7,300 ","  200,172 ","  8,127 ","  4,515 ","  220,114 ","  22,011 ","  8,140 ","  250,260 "
904,"  7,300 ","  214,567 ","  8,136 ","  4,520 ","  234,523 ","  23,452 ","  8,670 ","  266,640 ",,,904,"  7,300 ","  200,472 ","  8,136 ","  4,520 ","  220,428 ","  22,043 ","  8,150 ","  250,620 "
905,"  7,300 ","  214,866 ","  8,145 ","  4,525 ","  234,836 ","  23,484 ","  8,680 ","  267,000 ",,,905,"  7,300 ","  200,771 ","  8,145 ","  4,525 ","  220,741 ","  22,074 ","  8,160 ","  250,970 "
906,"  7,300 ","  215,165 ","  8,154 ","  4,530 ","  235,149 ","  23,515 ","  8,700 ","  267,360 ",,,906,"  7,300 ","  201,070 ","  8,154 ","  4,530 ","  221,054 ","  22,105 ","  8,170 ","  251,320 "
907,"  7,300 ","  215,465 ","  8,163 ","  4,535 ","  235,463 ","  23,546 ","  8,710 ","  267,710 ",,,907,"  7,300 ","  201,370 ","  8,163 ","  4,535 ","  221,368 ","  22,137 ","  8,190 ","  251,690 "
908,"  7,300 ","  215,764 ","  8,172 ","  4,540 ","  235,776 ","  23,578 ","  8,720 ","  268,070 ",,,908,"  7,300 ","  201,669 ","  8,172 ","  4,540 ","  221,681 ","  22,168 ","  8,200 ","  252,040 "
909,"  7,300 ","  216,063 ","  8,181 ","  4,545 ","  236,089 ","  23,609 ","  8,730 ","  268,420 ",,,909,"  7,300 ","  201,968 ","  8,181 ","  4,545 ","  221,994 ","  22,199 ","  8,210 ","  252,400 "
910,"  7,300 ","  216,363 ","  8,190 ","  4,550 ","  236,403 ","  23,640 ","  8,740 ","  268,780 ",,,910,"  7,300 ","  202,268 ","  8,190 ","  4,550 ","  222,308 ","  22,231 ","  8,220 ","  252,750 "
911,"  7,300 ","  216,662 ","  8,199 ","  4,555 ","  236,716 ","  23,672 ","  8,750 ","  269,130 ",,,911,"  7,300 ","  202,567 ","  8,199 ","  4,555 ","  222,621 ","  22,262 ","  8,230 ","  253,110 "
912,"  7,300 ","  216,961 ","  8,208 ","  4,560 ","  237,029 ","  23,703 ","  8,770 ","  269,500 ",,,912,"  7,300 ","  202,866 ","  8,208 ","  4,560 ","  222,934 ","  22,293 ","  8,240 ","  253,460 "
913,"  7,300 ","  217,260 ","  8,217 ","  4,565 ","  237,342 ","  23,734 ","  8,780 ","  269,850 ",,,913,"  7,300 ","  203,165 ","  8,217 ","  4,565 ","  223,247 ","  22,325 ","  8,260 ","  253,830 "
914,"  7,300 ","  217,560 ","  8,226 ","  4,570 ","  237,656 ","  23,766 ","  8,790 ","  270,210 ",,,914,"  7,300 ","  203,465 ","  8,226 ","  4,570 ","  223,561 ","  22,356 ","  8,270 ","  254,180 "
915,"  7,300 ","  217,859 ","  8,235 ","  4,575 ","  237,969 ","  23,797 ","  8,800 ","  270,560 ",,,915,"  7,300 ","  203,764 ","  8,235 ","  4,575 ","  223,874 ","  22,387 ","  8,280 ","  254,540 "
916,"  7,300 ","  218,158 ","  8,244 ","  4,580 ","  238,282 ","  23,828 ","  8,810 ","  270,920 ",,,916,"  7,300 ","  204,063 ","  8,244 ","  4,580 ","  224,187 ","  22,419 ","  8,290 ","  254,890 "
917,"  7,300 ","  218,458 ","  8,253 ","  4,585 ","  238,596 ","  23,860 ","  8,820 ","  271,270 ",,,917,"  7,300 ","  204,363 ","  8,253 ","  4,585 ","  224,501 ","  22,450 ","  8,300 ","  255,250 "
918,"  7,300 ","  218,757 ","  8,262 ","  4,590 ","  238,909 ","  23,891 ","  8,830 ","  271,630 ",,,918,"  7,300 ","  204,662 ","  8,262 ","  4,590 ","  224,814 ","  22,481 ","  8,310 ","  255,600 "
919,"  7,300 ","  219,056 ","  8,271 ","  4,595 ","  239,222 ","  23,922 ","  8,850 ","  271,990 ",,,919,"  7,300 ","  204,961 ","  8,271 ","  4,595 ","  225,127 ","  22,513 ","  8,320 ","  255,960 "
920,"  7,300 ","  219,356 ","  8,280 ","  4,600 ","  239,536 ","  23,954 ","  8,860 ","  272,350 ",,,920,"  7,300 ","  205,261 ","  8,280 ","  4,600 ","  225,441 ","  22,544 ","  8,340 ","  256,320 "
921,"  7,300 ","  219,655 ","  8,289 ","  4,605 ","  239,849 ","  23,985 ","  8,870 ","  272,700 ",,,921,"  7,300 ","  205,560 ","  8,289 ","  4,605 ","  225,754 ","  22,575 ","  8,350 ","  256,670 "
922,"  7,300 ","  219,954 ","  8,298 ","  4,610 ","  240,162 ","  24,016 ","  8,880 ","  273,050 ",,,922,"  7,300 ","  205,859 ","  8,298 ","  4,610 ","  226,067 ","  22,607 ","  8,360 ","  257,030 "
923,"  7,300 ","  220,253 ","  8,307 ","  4,615 ","  240,475 ","  24,048 ","  8,890 ","  273,410 ",,,923,"  7,300 ","  206,158 ","  8,307 ","  4,615 ","  226,380 ","  22,638 ","  8,370 ","  257,380 "
924,"  7,300 ","  220,553 ","  8,316 ","  4,620 ","  240,789 ","  24,079 ","  8,900 ","  273,760 ",,,924,"  7,300 ","  206,458 ","  8,316 ","  4,620 ","  226,694 ","  22,669 ","  8,380 ","  257,740 "
925,"  7,300 ","  220,852 ","  8,325 ","  4,625 ","  241,102 ","  24,110 ","  8,920 ","  274,130 ",,,925,"  7,300 ","  206,757 ","  8,325 ","  4,625 ","  227,007 ","  22,701 ","  8,390 ","  258,090 "
926,"  7,300 ","  221,151 ","  8,334 ","  4,630 ","  241,415 ","  24,142 ","  8,930 ","  274,480 ",,,926,"  7,300 ","  207,056 ","  8,334 ","  4,630 ","  227,320 ","  22,732 ","  8,410 ","  258,460 "
927,"  7,300 ","  221,451 ","  8,343 ","  4,635 ","  241,729 ","  24,173 ","  8,940 ","  274,840 ",,,927,"  7,300 ","  207,356 ","  8,343 ","  4,635 ","  227,634 ","  22,763 ","  8,420 ","  258,810 "
928,"  7,300 ","  221,750 ","  8,352 ","  4,640 ","  242,042 ","  24,204 ","  8,950 ","  275,190 ",,,928,"  7,300 ","  207,655 ","  8,352 ","  4,640 ","  227,947 ","  22,795 ","  8,430 ","  259,170 "
929,"  7,300 ","  222,049 ","  8,361 ","  4,645 ","  242,355 ","  24,236 ","  8,960 ","  275,550 ",,,929,"  7,300 ","  207,954 ","  8,361 ","  4,645 ","  228,260 ","  22,826 ","  8,440 ","  259,520 "
930,"  7,300 ","  222,349 ","  8,370 ","  4,650 ","  242,669 ","  24,267 ","  8,970 ","  275,900 ",,,930,"  7,300 ","  208,254 ","  8,370 ","  4,650 ","  228,574 ","  22,857 ","  8,450 ","  259,880 "
931,"  7,300 ","  222,648 ","  8,379 ","  4,655 ","  242,982 ","  24,298 ","  8,990 ","  276,270 ",,,931,"  7,300 ","  208,553 ","  8,379 ","  4,655 ","  228,887 ","  22,889 ","  8,460 ","  260,230 "
932,"  7,300 ","  222,947 ","  8,388 ","  4,660 ","  243,295 ","  24,330 ","  9,000 ","  276,620 ",,,932,"  7,300 ","  208,852 ","  8,388 ","  4,660 ","  229,200 ","  22,920 ","  8,480 ","  260,600 "
933,"  7,300 ","  223,246 ","  8,397 ","  4,665 ","  243,608 ","  24,361 ","  9,010 ","  276,970 ",,,933,"  7,300 ","  209,151 ","  8,397 ","  4,665 ","  229,513 ","  22,951 ","  8,490 ","  260,950 "
934,"  7,300 ","  223,546 ","  8,406 ","  4,670 ","  243,922 ","  24,392 ","  9,020 ","  277,330 ",,,934,"  7,300 ","  209,451 ","  8,406 ","  4,670 ","  229,827 ","  22,983 ","  8,500 ","  261,310 "
935,"  7,300 ","  223,845 ","  8,415 ","  4,675 ","  244,235 ","  24,424 ","  9,030 ","  277,680 ",,,935,"  7,300 ","  209,750 ","  8,415 ","  4,675 ","  230,140 ","  23,014 ","  8,510 ","  261,660 "
936,"  7,300 ","  224,144 ","  8,424 ","  4,680 ","  244,548 ","  24,455 ","  9,040 ","  278,040 ",,,936,"  7,300 ","  210,049 ","  8,424 ","  4,680 ","  230,453 ","  23,045 ","  8,520 ","  262,010 "
937,"  7,300 ","  224,444 ","  8,433 ","  4,685 ","  244,862 ","  24,486 ","  9,050 ","  278,390 ",,,937,"  7,300 ","  210,349 ","  8,433 ","  4,685 ","  230,767 ","  23,077 ","  8,530 ","  262,370 "
938,"  7,300 ","  224,743 ","  8,442 ","  4,690 ","  245,175 ","  24,518 ","  9,070 ","  278,760 ",,,938,"  7,300 ","  210,648 ","  8,442 ","  4,690 ","  231,080 ","  23,108 ","  8,540 ","  262,720 "
939,"  7,300 ","  225,042 ","  8,451 ","  4,695 ","  245,488 ","  24,549 ","  9,080 ","  279,110 ",,,939,"  7,300 ","  210,947 ","  8,451 ","  4,695 ","  231,393 ","  23,139 ","  8,560 ","  263,090 "
940,"  7,300 ","  225,342 ","  8,460 ","  4,700 ","  245,802 ","  24,580 ","  9,090 ","  279,470 ",,,940,"  7,300 ","  211,247 ","  8,460 ","  4,700 ","  231,707 ","  23,171 ","  8,570 ","  263,440 "
941,"  7,300 ","  225,641 ","  8,469 ","  4,705 ","  246,115 ","  24,612 ","  9,100 ","  279,820 ",,,941,"  7,300 ","  211,546 ","  8,469 ","  4,705 ","  232,020 ","  23,202 ","  8,580 ","  263,800 "
942,"  7,300 ","  225,940 ","  8,478 ","  4,710 ","  246,428 ","  24,643 ","  9,110 ","  280,180 ",,,942,"  7,300 ","  211,845 ","  8,478 ","  4,710 ","  232,333 ","  23,233 ","  8,590 ","  264,150 "
943,"  7,300 ","  226,239 ","  8,487 ","  4,715 ","  246,741 ","  24,674 ","  9,120 ","  280,530 ",,,943,"  7,300 ","  212,144 ","  8,487 ","  4,715 ","  232,646 ","  23,265 ","  8,600 ","  264,510 "
944,"  7,300 ","  226,539 ","  8,496 ","  4,720 ","  247,055 ","  24,706 ","  9,140 ","  280,900 ",,,944,"  7,300 ","  212,444 ","  8,496 ","  4,720 ","  232,960 ","  23,296 ","  8,610 ","  264,860 "
945,"  7,300 ","  226,838 ","  8,505 ","  4,725 ","  247,368 ","  24,737 ","  9,150 ","  281,250 ",,,945,"  7,300 ","  212,743 ","  8,505 ","  4,725 ","  233,273 ","  23,327 ","  8,630 ","  265,230 "
946,"  7,300 ","  227,137 ","  8,514 ","  4,730 ","  247,681 ","  24,768 ","  9,160 ","  281,600 ",,,946,"  7,300 ","  213,042 ","  8,514 ","  4,730 ","  233,586 ","  23,359 ","  8,640 ","  265,580 "
947,"  7,300 ","  227,437 ","  8,523 ","  4,735 ","  247,995 ","  24,800 ","  9,170 ","  281,960 ",,,947,"  7,300 ","  213,342 ","  8,523 ","  4,735 ","  233,900 ","  23,390 ","  8,650 ","  265,940 "
948,"  7,300 ","  227,736 ","  8,532 ","  4,740 ","  248,308 ","  24,831 ","  9,180 ","  282,310 ",,,948,"  7,300 ","  213,641 ","  8,532 ","  4,740 ","  234,213 ","  23,421 ","  8,660 ","  266,290 "
949,"  7,300 ","  228,035 ","  8,541 ","  4,745 ","  248,621 ","  24,862 ","  9,190 ","  282,670 ",,,949,"  7,300 ","  213,940 ","  8,541 ","  4,745 ","  234,526 ","  23,453 ","  8,670 ","  266,640 "
950,"  7,300 ","  228,335 ","  8,550 ","  4,750 ","  248,935 ","  24,894 ","  9,210 ","  283,030 ",,,950,"  7,300 ","  214,240 ","  8,550 ","  4,750 ","  234,840 ","  23,484 ","  8,680 ","  267,000 "
951,"  7,300 ","  228,634 ","  8,559 ","  4,755 ","  249,248 ","  24,925 ","  9,220 ","  283,390 ",,,951,"  7,300 ","  214,539 ","  8,559 ","  4,755 ","  235,153 ","  23,515 ","  8,700 ","  267,360 "
952,"  7,300 ","  228,933 ","  8,568 ","  4,760 ","  249,561 ","  24,956 ","  9,230 ","  283,740 ",,,952,"  7,300 ","  214,838 ","  8,568 ","  4,760 ","  235,466 ","  23,547 ","  8,710 ","  267,720 "
953,"  7,300 ","  229,232 ","  8,577 ","  4,765 ","  249,874 ","  24,987 ","  9,240 ","  284,100 ",,,953,"  7,300 ","  215,137 ","  8,577 ","  4,765 ","  235,779 ","  23,578 ","  8,720 ","  268,070 "
954,"  7,300 ","  229,532 ","  8,586 ","  4,770 ","  250,188 ","  25,019 ","  9,250 ","  284,450 ",,,954,"  7,300 ","  215,437 ","  8,586 ","  4,770 ","  236,093 ","  23,609 ","  8,730 ","  268,430 "
955,"  7,300 ","  229,831 ","  8,595 ","  4,775 ","  250,501 ","  25,050 ","  9,260 ","  284,810 ",,,955,"  7,300 ","  215,736 ","  8,595 ","  4,775 ","  236,406 ","  23,641 ","  8,740 ","  268,780 "
956,"  7,300 ","  230,130 ","  8,604 ","  4,780 ","  250,814 ","  25,081 ","  9,280 ","  285,170 ",,,956,"  7,300 ","  216,035 ","  8,604 ","  4,780 ","  236,719 ","  23,672 ","  8,750 ","  269,140 "
957,"  7,300 ","  230,430 ","  8,613 ","  4,785 ","  251,128 ","  25,113 ","  9,290 ","  285,530 ",,,957,"  7,300 ","  216,335 ","  8,613 ","  4,785 ","  237,033 ","  23,703 ","  8,770 ","  269,500 "
958,"  7,300 ","  230,729 ","  8,622 ","  4,790 ","  251,441 ","  25,144 ","  9,300 ","  285,880 ",,,958,"  7,300 ","  216,634 ","  8,622 ","  4,790 ","  237,346 ","  23,735 ","  8,780 ","  269,860 "
959,"  7,300 ","  231,028 ","  8,631 ","  4,795 ","  251,754 ","  25,175 ","  9,310 ","  286,230 ",,,959,"  7,300 ","  216,933 ","  8,631 ","  4,795 ","  237,659 ","  23,766 ","  8,790 ","  270,210 "
960,"  7,300 ","  231,328 ","  8,640 ","  4,800 ","  252,068 ","  25,207 ","  9,320 ","  286,590 ",,,960,"  7,300 ","  217,233 ","  8,640 ","  4,800 ","  237,973 ","  23,797 ","  8,800 ","  270,570 "
961,"  7,300 ","  231,627 ","  8,649 ","  4,805 ","  252,381 ","  25,238 ","  9,330 ","  286,940 ",,,961,"  7,300 ","  217,532 ","  8,649 ","  4,805 ","  238,286 ","  23,829 ","  8,810 ","  270,920 "
962,"  7,300 ","  231,926 ","  8,658 ","  4,810 ","  252,694 ","  25,269 ","  9,340 ","  287,300 ",,,962,"  7,300 ","  217,831 ","  8,658 ","  4,810 ","  238,599 ","  23,860 ","  8,820 ","  271,270 "
963,"  7,300 ","  232,225 ","  8,667 ","  4,815 ","  253,007 ","  25,301 ","  9,360 ","  287,660 ",,,963,"  7,300 ","  218,130 ","  8,667 ","  4,815 ","  238,912 ","  23,891 ","  8,830 ","  271,630 "
964,"  7,300 ","  232,525 ","  8,676 ","  4,820 ","  253,321 ","  25,332 ","  9,370 ","  288,020 ",,,964,"  7,300 ","  218,430 ","  8,676 ","  4,820 ","  239,226 ","  23,923 ","  8,850 ","  271,990 "
965,"  7,300 ","  232,824 ","  8,685 ","  4,825 ","  253,634 ","  25,363 ","  9,380 ","  288,370 ",,,965,"  7,300 ","  218,729 ","  8,685 ","  4,825 ","  239,539 ","  23,954 ","  8,860 ","  272,350 "
966,"  7,300 ","  233,123 ","  8,694 ","  4,830 ","  253,947 ","  25,395 ","  9,390 ","  288,730 ",,,966,"  7,300 ","  219,028 ","  8,694 ","  4,830 ","  239,852 ","  23,985 ","  8,870 ","  272,700 "
967,"  7,300 ","  233,423 ","  8,703 ","  4,835 ","  254,261 ","  25,426 ","  9,400 ","  289,080 ",,,967,"  7,300 ","  219,328 ","  8,703 ","  4,835 ","  240,166 ","  24,017 ","  8,880 ","  273,060 "
968,"  7,300 ","  233,722 ","  8,712 ","  4,840 ","  254,574 ","  25,457 ","  9,410 ","  289,440 ",,,968,"  7,300 ","  219,627 ","  8,712 ","  4,840 ","  240,479 ","  24,048 ","  8,890 ","  273,410 "
969,"  7,300 ","  234,021 ","  8,721 ","  4,845 ","  254,887 ","  25,489 ","  9,430 ","  289,800 ",,,969,"  7,300 ","  219,926 ","  8,721 ","  4,845 ","  240,792 ","  24,079 ","  8,900 ","  273,770 "
970,"  7,300 ","  234,321 ","  8,730 ","  4,850 ","  255,201 ","  25,520 ","  9,440 ","  290,160 ",,,970,"  7,300 ","  220,226 ","  8,730 ","  4,850 ","  241,106 ","  24,111 ","  8,920 ","  274,130 "
971,"  7,300 ","  234,620 ","  8,739 ","  4,855 ","  255,514 ","  25,551 ","  9,450 ","  290,510 ",,,971,"  7,300 ","  220,525 ","  8,739 ","  4,855 ","  241,419 ","  24,142 ","  8,930 ","  274,490 "
972,"  7,300 ","  234,919 ","  8,748 ","  4,860 ","  255,827 ","  25,583 ","  9,460 ","  290,870 ",,,972,"  7,300 ","  220,824 ","  8,748 ","  4,860 ","  241,732 ","  24,173 ","  8,940 ","  274,840 "
973,"  7,300 ","  235,218 ","  8,757 ","  4,865 ","  256,140 ","  25,614 ","  9,470 ","  291,220 ",,,973,"  7,300 ","  221,123 ","  8,757 ","  4,865 ","  242,045 ","  24,205 ","  8,950 ","  275,200 "
974,"  7,300 ","  235,518 ","  8,766 ","  4,870 ","  256,454 ","  25,645 ","  9,480 ","  291,570 ",,,974,"  7,300 ","  221,423 ","  8,766 ","  4,870 ","  242,359 ","  24,236 ","  8,960 ","  275,550 "
975,"  7,300 ","  235,817 ","  8,775 ","  4,875 ","  256,767 ","  25,677 ","  9,500 ","  291,940 ",,,975,"  7,300 ","  221,722 ","  8,775 ","  4,875 ","  242,672 ","  24,267 ","  8,970 ","  275,900 "
976,"  7,300 ","  236,116 ","  8,784 ","  4,880 ","  257,080 ","  25,708 ","  9,510 ","  292,290 ",,,976,"  7,300 ","  222,021 ","  8,784 ","  4,880 ","  242,985 ","  24,299 ","  8,990 ","  276,270 "
977,"  7,300 ","  236,416 ","  8,793 ","  4,885 ","  257,394 ","  25,739 ","  9,520 ","  292,650 ",,,977,"  7,300 ","  222,321 ","  8,793 ","  4,885 ","  243,299 ","  24,330 ","  9,000 ","  276,620 "
978,"  7,300 ","  236,715 ","  8,802 ","  4,890 ","  257,707 ","  25,771 ","  9,530 ","  293,000 ",,,978,"  7,300 ","  222,620 ","  8,802 ","  4,890 ","  243,612 ","  24,361 ","  9,010 ","  276,980 "
979,"  7,300 ","  237,014 ","  8,811 ","  4,895 ","  258,020 ","  25,802 ","  9,540 ","  293,360 ",,,979,"  7,300 ","  222,919 ","  8,811 ","  4,895 ","  243,925 ","  24,393 ","  9,020 ","  277,330 "
980,"  7,300 ","  237,314 ","  8,820 ","  4,900 ","  258,334 ","  25,833 ","  9,550 ","  293,710 ",,,980,"  7,300 ","  223,219 ","  8,820 ","  4,900 ","  244,239 ","  24,424 ","  9,030 ","  277,690 "
981,"  7,300 ","  237,613 ","  8,829 ","  4,905 ","  258,647 ","  25,865 ","  9,560 ","  294,070 ",,,981,"  7,300 ","  223,518 ","  8,829 ","  4,905 ","  244,552 ","  24,455 ","  9,040 ","  278,040 "
982,"  7,300 ","  237,912 ","  8,838 ","  4,910 ","  258,960 ","  25,896 ","  9,580 ","  294,430 ",,,982,"  7,300 ","  223,817 ","  8,838 ","  4,910 ","  244,865 ","  24,487 ","  9,060 ","  278,410 "
983,"  7,300 ","  238,211 ","  8,847 ","  4,915 ","  259,273 ","  25,927 ","  9,590 ","  294,790 ",,,983,"  7,300 ","  224,116 ","  8,847 ","  4,915 ","  245,178 ","  24,518 ","  9,070 ","  278,760 "
984,"  7,300 ","  238,511 ","  8,856 ","  4,920 ","  259,587 ","  25,959 ","  9,600 ","  295,140 ",,,984,"  7,300 ","  224,416 ","  8,856 ","  4,920 ","  245,492 ","  24,549 ","  9,080 ","  279,120 "
985,"  7,300 ","  238,810 ","  8,865 ","  4,925 ","  259,900 ","  25,990 ","  9,610 ","  295,500 ",,,985,"  7,300 ","  224,715 ","  8,865 ","  4,925 ","  245,805 ","  24,581 ","  9,090 ","  279,470 "
986,"  7,300 ","  239,109 ","  8,874 ","  4,930 ","  260,213 ","  26,021 ","  9,620 ","  295,850 ",,,986,"  7,300 ","  225,014 ","  8,874 ","  4,930 ","  246,118 ","  24,612 ","  9,100 ","  279,830 "
987,"  7,300 ","  239,409 ","  8,883 ","  4,935 ","  260,527 ","  26,053 ","  9,630 ","  296,210 ",,,987,"  7,300 ","  225,314 ","  8,883 ","  4,935 ","  246,432 ","  24,643 ","  9,110 ","  280,180 "
988,"  7,300 ","  239,708 ","  8,892 ","  4,940 ","  260,840 ","  26,084 ","  9,650 ","  296,570 ",,,988,"  7,300 ","  225,613 ","  8,892 ","  4,940 ","  246,745 ","  24,675 ","  9,120 ","  280,540 "
989,"  7,300 ","  240,007 ","  8,901 ","  4,945 ","  261,153 ","  26,115 ","  9,660 ","  296,920 ",,,989,"  7,300 ","  225,912 ","  8,901 ","  4,945 ","  247,058 ","  24,706 ","  9,140 ","  280,900 "
990,"  7,300 ","  240,307 ","  8,910 ","  4,950 ","  261,467 ","  26,147 ","  9,670 ","  297,280 ",,,990,"  7,300 ","  226,212 ","  8,910 ","  4,950 ","  247,372 ","  24,737 ","  9,150 ","  281,250 "
991,"  7,300 ","  240,606 ","  8,919 ","  4,955 ","  261,780 ","  26,178 ","  9,680 ","  297,630 ",,,991,"  7,300 ","  226,511 ","  8,919 ","  4,955 ","  247,685 ","  24,769 ","  9,160 ","  281,610 "
992,"  7,300 ","  240,905 ","  8,928 ","  4,960 ","  262,093 ","  26,209 ","  9,690 ","  297,990 ",,,992,"  7,300 ","  226,810 ","  8,928 ","  4,960 ","  247,998 ","  24,800 ","  9,170 ","  281,960 "
993,"  7,300 ","  241,204 ","  8,937 ","  4,965 ","  262,406 ","  26,241 ","  9,700 ","  298,340 ",,,993,"  7,300 ","  227,109 ","  8,937 ","  4,965 ","  248,311 ","  24,831 ","  9,180 ","  282,320 "
994,"  7,300 ","  241,504 ","  8,946 ","  4,970 ","  262,720 ","  26,272 ","  9,720 ","  298,710 ",,,994,"  7,300 ","  227,409 ","  8,946 ","  4,970 ","  248,625 ","  24,863 ","  9,190 ","  282,670 "
